sentence1	sentence2	label
Number 916 is hoping that he is going to win the race .	A person is is playing baseball .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Number 916 is hoping that he is going to win the race .	A person is betting that he will win the race .	[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]
Number 916 is hoping that he is going to win the race .	A person is competing in a race .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Girl plays with colorful letters on the floor .	The girl is playing a video game in the bath .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Girl plays with colorful letters on the floor .	The girl is spelling out her favorite words with colored letters .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Girl plays with colorful letters on the floor .	The girl is having fun learning her letters .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two men are cooking food together on the corner of the street .	The men are making something to eat .	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two men are cooking food together on the corner of the street .	The two men are cooking food for the block party .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two men are cooking food together on the corner of the street .	The two men are running in a race .	[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wandering in the desert as the clouds roll in .	A man fights dead mummy 's who magically came alive in the desert .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wandering in the desert as the clouds roll in .	A man wonders in the desert .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wandering in the desert as the clouds roll in .	A man and a camel wonder in the desert .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A lady with bright orange hair walking in a crowd .	The woman is asleep .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A lady with bright orange hair walking in a crowd .	A woman is near a group of people .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A lady with bright orange hair walking in a crowd .	The street performer is entertaining the tourists .	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A white-haired man with a mustache and glasses in a business suit stands outside at a podium marked with the seal of the US House of Representatives , surrounded by many people , with a columned building behind him .	The man is getting ready to speak .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A white-haired man with a mustache and glasses in a business suit stands outside at a podium marked with the seal of the US House of Representatives , surrounded by many people , with a columned building behind him .	The man is sitting in a chair inside .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man running a marathon talks to his friend .	There are people canoeing down a river .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man running a marathon talks to his friend .	There is a man running .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man running a marathon talks to his friend .	A man and his friend are running a marathon together .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A lot of people walking outside a row of shops with an older man with his hands in his pocket is closer to the camera .	A lot of dogs barking outside a row of shops with a cat teasing them .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A lot of people walking outside a row of shops with an older man with his hands in his pocket is closer to the camera .	A lot of people walking outside a row of shops with a man with hands in his pockets .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A lot of people walking outside a row of shops with an older man with his hands in his pocket is closer to the camera .	People are looking through the shops for stuff to buy .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A barefooted adolescent boy in a yellow shirt reaching the top of a small skateboarding ramp .	the boy is flying a helicopter	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A barefooted adolescent boy in a yellow shirt reaching the top of a small skateboarding ramp .	the boy is five	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
A barefooted adolescent boy in a yellow shirt reaching the top of a small skateboarding ramp .	a boy is barefooted	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man waterskies with a life jacket .	Hitler rides a jetski in this Kawasaki advertisement .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man waterskies with a life jacket .	A lifeguard races across the water .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A man waterskies with a life jacket .	The man is enjoying the ocean .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of children enjoy their time on the beach .	A group of adults are swimming at the beach .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of children enjoy their time on the beach .	Children are swimming at the beach .	[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]
A group of children enjoy their time on the beach .	Children are at the beach .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A group of people sit on benches at a park outside a building .	The people sit together .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A group of people sit on benches at a park outside a building .	The people wait for the bus to come .	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A small baby , possibly a newborn is being bathed by a person in blue scrubs wearing protective gloves .	Someone is helping bathe the small baby .	[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A small baby , possibly a newborn is being bathed by a person in blue scrubs wearing protective gloves .	The person bathing the small baby is the mother .	[0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]
A small baby , possibly a newborn is being bathed by a person in blue scrubs wearing protective gloves .	The small baby is in it 's crib sound asleep .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An asian woman sitting outside an outdoor market stall .	A woman sits outdoors .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An asian woman sitting outside an outdoor market stall .	A woman is selling stuff in a flea market .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An asian woman sitting outside an outdoor market stall .	A woman sitting in an indoor market .	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
An older gentleman enjoys a scenic stroll through the countryside .	A pirate boards the spaceship .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older gentleman enjoys a scenic stroll through the countryside .	An old man searches for a good place to die .	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
An older gentleman enjoys a scenic stroll through the countryside .	A man walks the countryside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A middle-aged man is sitting indian style outside holding a folded paper in his hands .	A middle aged man is outdoors .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A middle-aged man is sitting indian style outside holding a folded paper in his hands .	A middle aged man is showing off his origami creation .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A middle-aged man is sitting indian style outside holding a folded paper in his hands .	A middle aged man is sitting on a stool in a bar .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Number 13 kicks a soccer ball towards the goal during children 's soccer game .	A player passing the ball in a soccer game .	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Number 13 kicks a soccer ball towards the goal during children 's soccer game .	A player trying to score in a soccer game .	[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
Number 13 kicks a soccer ball towards the goal during children 's soccer game .	A player fighting in a soccer game .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A nun uses her camera to take a photo of an interesting site .	A nun using her camera to take pictures of various things outdoors .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A nun uses her camera to take a photo of an interesting site .	A nun taking photos of a interesting site outside .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A nun uses her camera to take a photo of an interesting site .	A nun on her knees praying by a statue .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man sits in a chair on the sidewalk in front of a huge display of brightly colored artwork .	The man was watching tv	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man sits in a chair on the sidewalk in front of a huge display of brightly colored artwork .	A man sits in a chair on the sidewalk in front of a huge display of brightly colored artwork	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man sits in a chair on the sidewalk in front of a huge display of brightly colored artwork .	The man was selling the artwork	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool .	Mother catching her son in a pool .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool .	Mother and daughter shopping for shoes .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young child is jumping into the arms of a woman wearing a black swimming suit while in a pool .	Child leaping into arms of a woman wearing swimsuit in a pool .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A guy waxing a wooden floor with wax .	the guy is dead	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A guy waxing a wooden floor with wax .	a guy is waxing	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A guy waxing a wooden floor with wax .	the guy is paid	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
This is the image of two Asian men squatting near a mop-pad .	This picture is of two Asian men .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
This is the image of two Asian men squatting near a mop-pad .	Two young asian men are squatting .	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
This is the image of two Asian men squatting near a mop-pad .	Two italian girls are squatting .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man uses a projector to give a presentation .	A man is giving a presentation in front of a large crowd .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man uses a projector to give a presentation .	A man is using a projector to watch television .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man uses a projector to give a presentation .	A man is giving a presentation .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older gentleman speaking at a podium .	A little girl in a spelling bee	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
An older gentleman speaking at a podium .	A man giving a speech	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
An older gentleman speaking at a podium .	The college dean giving the graduation speech	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young barefoot girl in a pink dress is jumping outside .	The child sits in a dark room watching television .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young barefoot girl in a pink dress is jumping outside .	A little girl is playing jump rope .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A young barefoot girl in a pink dress is jumping outside .	A child is playing .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Four guys with guns and army gear .	The four guys are in the army .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Four guys with guns and army gear .	The guys have guns .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Four guys with guns and army gear .	The four guys are playing hopscotch .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is a safety suit walking outside while another man in a dark suit walks into a building .	There are two men walking outside .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is a safety suit walking outside while another man in a dark suit walks into a building .	Men are walking in different directions .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is a safety suit walking outside while another man in a dark suit walks into a building .	Men are sitting in the park .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man poses for a photo in front of a Chinese building by jumping .	The man has experience in taking photos .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man poses for a photo in front of a Chinese building by jumping .	The man is dancing around the building .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man poses for a photo in front of a Chinese building by jumping .	The man is prepared for his photo .	[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]
A couple bows their head as a man in a decorative robe reads from a scroll in Asia with a black late model station wagon in the background .	A black late model station wagon is in the background .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A couple bows their head as a man in a decorative robe reads from a scroll in Asia with a black late model station wagon in the background .	A white late model station wagon is in the background .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
A couple bows their head as a man in a decorative robe reads from a scroll in Asia with a black late model station wagon in the background .	A light black late model station wagon is in the background .	[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A boy looks surly as his father looks at the camera .	a girl looks at her father	[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A boy looks surly as his father looks at the camera .	a boy looks at his farther	[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]
A boy looks surly as his father looks at the camera .	a younger boy looks at his father	[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]
A boy in red slides down an inflatable ride .	A boy rolls around an inflatable ride .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A boy in red slides down an inflatable ride .	A boy is playing on an inflatable ride .	[1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1]
A boy in red slides down an inflatable ride .	A boy pierces a knife through an inflatable ride .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is reading a newspaper in a car dealership .	A man is at a car dealership .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is reading a newspaper in a car dealership .	The man is waiting for his car to be serviced .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man is reading a newspaper in a car dealership .	A man is reading a magazine at the hospital .	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Two male police officers on patrol , wearing the normal gear and bright green reflective shirts .	The two officers have gotten a call about a fight .	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Two male police officers on patrol , wearing the normal gear and bright green reflective shirts .	The officers have shot an unarmed black man and will not go to prison for it .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A carefully balanced male stands on one foot near a clean ocean beach area .	A man stands on one foot with his wife near the beach .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A carefully balanced male stands on one foot near a clean ocean beach area .	A man is ouside near the beach .	[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]
A carefully balanced male stands on one foot near a clean ocean beach area .	A man is sitting on his couch .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wearing a white shirt is playing the drums .	A man is playing a musical instrument .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wearing a white shirt is playing the drums .	A man is playing the trumpet with his hands tied behind his back .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man wearing a white shirt is playing the drums .	A man in a band is playing the drums .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
Three women in dress suits walk by a building .	Three women are traveling by foot .	[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]
Three women in dress suits walk by a building .	The suits are gray .	[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]
Three women in dress suits walk by a building .	The woman are wearing bikinis .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
two people are waiting for a train at a station .	They expect a train to arrive eventually .	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
two people are waiting for a train at a station .	They are both waiting for a bus .	[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
two people are waiting for a train at a station .	They will both get onto the same train together .	[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a black shirt is smiling at a woman in a black shirt what a tattoo and a eye brow ring .	A man is smiling at a woman .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a black shirt is smiling at a woman in a black shirt what a tattoo and a eye brow ring .	A man is smiling at his wife .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A man in a black shirt is smiling at a woman in a black shirt what a tattoo and a eye brow ring .	A man is reading a book alone .	[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A goalie in white runs for an approaching ball while the opponent in red who kicked it waits .	A person wearing white is running towards a ball that was kicked from another person .	[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
A goalie in white runs for an approaching ball while the opponent in red who kicked it waits .	The goalie is running out to catch the ball before it passes him into the goal .	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
